datetime,type,price,amount
2021-01-01 00:00:00,deposit,1.0000,+25268.1
2021-07-01 00:00:00,withdraw,1.1077,-25268.1
2021-07-01 00:00:00,deposit,1.0000,+27989
2021-07-01 00:00:00,deposit,1.0000,+27989
