datetime,pps,cum_pnl_rate,daily_pnl_rate
2021-01-01 00:00:00,1.0000,0.0000,0.0000
2021-01-02 00:00:00,1.0025,0.0025,0.0025
2021-01-03 00:00:00,1.0188,0.0188,0.0163
2021-01-04 00:00:00,1.0240,0.0240,0.0051
2021-01-05 00:00:00,1.0176,0.0176,-0.0062
2021-01-06 00:00:00,1.0307,0.0307,0.0129
2021-01-07 00:00:00,1.0487,0.0487,0.0175
2021-01-08 00:00:00,1.0663,0.0663,0.0168
2021-01-09 00:00:00,1.0694,0.0694,0.0029
2021-01-10 00:00:00,1.0686,0.0686,-0.0007
2021-01-11 00:00:00,1.0618,0.0618,-0.0064
2021-01-12 00:00:00,1.0519,0.0519,-0.0093
2021-01-13 00:00:00,1.0468,0.0468,-0.0048
2021-01-14 00:00:00,1.0599,0.0599,0.0125
2021-01-15 00:00:00,1.0670,0.0670,0.0067
2021-01-16 00:00:00,1.0567,0.0567,-0.0097
2021-01-17 00:00:00,1.0532,0.0532,-0.0033
2021-01-18 00:00:00,1.0530,0.0530,-0.0002
2021-01-19 00:00:00,1.0551,0.0551,0.0020
2021-01-20 00:00:00,1.0531,0.0531,-0.0019
2021-01-21 00:00:00,1.0522,0.0522,-0.0009
2021-01-22 00:00:00,1.0421,0.0421,-0.0096
2021-01-23 00:00:00,1.0465,0.0465,0.0042
2021-01-24 00:00:00,1.0448,0.0448,-0.0016
2021-01-25 00:00:00,1.0451,0.0451,0.0003
2021-01-26 00:00:00,1.0451,0.0451,0.0000
2021-01-27 00:00:00,1.0455,0.0455,0.0004
2021-01-28 00:00:00,1.0430,0.0430,-0.0024
2021-01-29 00:00:00,1.0461,0.0461,0.0030
2021-01-30 00:00:00,1.0467,0.0467,0.0006
2021-01-31 00:00:00,1.0468,0.0468,0.0001
2021-02-01 00:00:00,1.0462,0.0462,-0.0006
2021-02-02 00:00:00,1.0463,0.0463,0.0001
2021-02-03 00:00:00,1.0467,0.0467,0.0004
2021-02-04 00:00:00,1.0469,0.0469,0.0002
2021-02-05 00:00:00,1.0470,0.0470,0.0001
2021-02-06 00:00:00,1.0465,0.0465,-0.0005
2021-02-07 00:00:00,1.0508,0.0508,0.0041
2021-02-08 00:00:00,1.0489,0.0489,-0.0018
2021-02-09 00:00:00,1.0845,0.0845,0.0339
2021-02-10 00:00:00,1.0847,0.0847,0.0002
2021-02-11 00:00:00,1.0763,0.0763,-0.0077
2021-02-12 00:00:00,1.0928,0.0928,0.0153
2021-02-13 00:00:00,1.0893,0.0893,-0.0032
2021-02-14 00:00:00,1.0880,0.0880,-0.0012
2021-02-15 00:00:00,1.0958,0.0958,0.0072
2021-02-16 00:00:00,1.0918,0.0918,-0.0037
2021-02-17 00:00:00,1.0986,0.0986,0.0062
2021-02-18 00:00:00,1.1170,0.1170,0.0167
2021-02-19 00:00:00,1.1156,0.1156,-0.0013
2021-02-20 00:00:00,1.1261,0.1261,0.0094
2021-02-21 00:00:00,1.1261,0.1261,0.0000
2021-02-22 00:00:00,1.1304,0.1304,0.0038
2021-02-23 00:00:00,1.1207,0.1207,-0.0086
2021-02-24 00:00:00,1.1050,0.1050,-0.0140
2021-02-25 00:00:00,1.1074,0.1074,0.0022
2021-02-26 00:00:00,1.0988,0.0988,-0.0078
2021-02-27 00:00:00,1.0970,0.0970,-0.0016
2021-02-28 00:00:00,1.0967,0.0967,-0.0003
2021-03-01 00:00:00,1.0948,0.0948,-0.0017
2021-03-02 00:00:00,1.1031,0.1031,0.0076
2021-03-03 00:00:00,1.1010,0.1010,-0.0019
2021-03-04 00:00:00,1.1041,0.1041,0.0028
2021-03-05 00:00:00,1.1010,0.1010,-0.0028
2021-03-06 00:00:00,1.1016,0.1016,0.0005
2021-03-07 00:00:00,1.1017,0.1017,0.0001
2021-03-08 00:00:00,1.1043,0.1043,0.0024
2021-03-09 00:00:00,1.1057,0.1057,0.0013
2021-03-10 00:00:00,1.1082,0.1082,0.0023
