datetime,type,price,amount
2021-01-01 00:00:00,deposit,1.0000,+6190
2021-01-04 00:00:00,deposit,1.1418,+1348.74
2021-07-01 00:00:00,withdraw,1.1077,-7538.74
2021-07-01 00:00:00,deposit,1.0000,+8350
