datetime,pps,cum_pnl_rate,daily_pnl_rate
2021-01-02 00:00:00,1.0023,0.0000,0.0000
2021-01-03 00:00:00,1.0196,0.0173,0.0173
2021-01-04 00:00:00,1.0255,0.0231,0.0058
2021-01-05 00:00:00,1.0181,0.0158,-0.0072
2021-01-06 00:00:00,1.0340,0.0316,0.0156
2021-01-07 00:00:00,1.0567,0.0543,0.0220
2021-01-08 00:00:00,1.0793,0.0768,0.0214
2021-01-09 00:00:00,1.0895,0.0870,0.0095
2021-01-10 00:00:00,1.0865,0.0840,-0.0028
2021-01-11 00:00:00,1.0656,0.0632,-0.0192
2021-01-12 00:00:00,1.0353,0.0329,-0.0284
2021-01-13 00:00:00,1.0199,0.0176,-0.0149
2021-01-14 00:00:00,1.0592,0.0568,0.0385
2021-01-15 00:00:00,1.0808,0.0783,0.0204
2021-01-16 00:00:00,1.0500,0.0476,-0.0285
2021-01-17 00:00:00,1.0394,0.0370,-0.0101
2021-01-18 00:00:00,1.0385,0.0361,-0.0009
2021-01-19 00:00:00,1.0417,0.0393,0.0031
2021-01-20 00:00:00,1.0380,0.0356,-0.0036
2021-01-21 00:00:00,1.0359,0.0335,-0.0020
2021-01-22 00:00:00,1.0153,0.0130,-0.0199
2021-01-23 00:00:00,1.0251,0.0227,0.0097
2021-01-24 00:00:00,1.0208,0.0185,-0.0042
2021-01-25 00:00:00,1.0214,0.0191,0.0006
2021-01-26 00:00:00,1.0208,0.0185,-0.0006
2021-01-27 00:00:00,1.0219,0.0196,0.0011
2021-01-28 00:00:00,1.0111,0.0088,-0.0106
2021-01-29 00:00:00,1.0253,0.0229,0.0140
2021-01-30 00:00:00,1.0293,0.0269,0.0039
2021-01-31 00:00:00,1.0297,0.0273,0.0004
2021-02-01 00:00:00,1.0224,0.0201,-0.0071
2021-02-02 00:00:00,1.0253,0.0229,0.0028
2021-02-03 00:00:00,1.0391,0.0367,0.0135
2021-02-04 00:00:00,1.0552,0.0528,0.0155
2021-02-05 00:00:00,1.0499,0.0475,-0.0050
2021-02-06 00:00:00,1.0608,0.0584,0.0104
2021-02-07 00:00:00,1.0739,0.0714,0.0123
2021-02-08 00:00:00,1.0680,0.0655,-0.0055
2021-02-09 00:00:00,1.1763,0.1736,0.1014
2021-02-10 00:00:00,1.1771,0.1744,0.0007
2021-02-11 00:00:00,1.1516,0.1490,-0.0217
2021-02-12 00:00:00,1.2016,0.1988,0.0434
2021-02-13 00:00:00,1.1912,0.1885,-0.0087
2021-02-14 00:00:00,1.1870,0.1843,-0.0035
2021-02-15 00:00:00,1.2110,0.2082,0.0202
2021-02-16 00:00:00,1.1984,0.1957,-0.0104
