datetime,unrealized_pnl,realized_pnl,total_pnl,market_value,daily_pnl
2021-07-01 00:00:00,0.0000,0.0000,0.0000,15961.0000,0.0000
2021-07-02 00:00:00,0.0000,0.0000,0.0000,15961.0000,0.0000
2021-07-03 00:00:00,0.0000,0.0000,0.0000,15961.0000,0.0000
2021-07-04 00:00:00,9.5766,0.0000,9.5766,15970.5766,9.5766
2021-07-05 00:00:00,15.9610,0.0000,15.9610,15976.9610,6.3844
2021-07-06 00:00:00,0.0000,0.0000,0.0000,15961.0000,-15.9610
2021-07-07 00:00:00,6.3844,0.0000,6.3844,15967.3844,6.3844
2021-07-08 00:00:00,1.5961,0.0000,1.5961,15962.5961,-4.7883
2021-07-09 00:00:00,-12.7688,0.0000,-12.7688,15948.2312,-14.3649
2021-07-10 00:00:00,0.0000,0.0000,0.0000,15961.0000,12.7688
2021-07-11 00:00:00,-4.7883,0.0000,-4.7883,15956.2117,-4.7883
2021-07-12 00:00:00,4.7883,0.0000,4.7883,15965.7883,9.5766
2021-07-13 00:00:00,-12.7688,0.0000,-12.7688,15948.2312,-17.5571
2021-07-14 00:00:00,-19.1532,0.0000,-19.1532,15941.8468,-6.3844
2021-07-15 00:00:00,-17.5571,0.0000,-17.5571,15943.4429,1.5961
2021-07-16 00:00:00,-31.9220,0.0000,-31.9220,15929.0780,-14.3649
2021-07-17 00:00:00,-41.4986,0.0000,-41.4986,15919.5014,-9.5766
2021-07-18 00:00:00,-39.9025,0.0000,-39.9025,15921.0975,1.5961
2021-07-19 00:00:00,-41.4986,0.0000,-41.4986,15919.5014,-1.5961
2021-07-20 00:00:00,-36.7103,0.0000,-36.7103,15924.2897,4.7883
2021-07-21 00:00:00,-31.9220,0.0000,-31.9220,15929.0780,4.7883
2021-07-22 00:00:00,-47.8830,0.0000,-47.8830,15913.1170,-15.9610
2021-07-23 00:00:00,-51.0752,0.0000,-51.0752,15909.9248,-3.1922
2021-07-24 00:00:00,-36.7103,0.0000,-36.7103,15924.2897,14.3649
2021-07-25 00:00:00,-28.7298,0.0000,-28.7298,15932.2702,7.9805
2021-07-26 00:00:00,28.7298,0.0000,28.7298,15989.7298,57.4596
2021-07-27 00:00:00,339.9693,0.0000,339.9693,16300.9693,311.2395
2021-07-28 00:00:00,735.8021,0.0000,735.8021,16696.8021,395.8328
2021-07-29 00:00:00,845.9330,0.0000,845.9330,16806.9330,110.1309
2021-07-30 00:00:00,879.4511,0.0000,879.4511,16840.4511,33.5181
2021-07-31 00:00:00,1393.3953,0.0000,1393.3953,17354.3953,513.9442
2021-08-01 00:00:00,1244.9580,0.0000,1244.9580,17205.9580,-148.4373
2021-08-02 00:00:00,882.6433,0.0000,882.6433,16843.6433,-362.3147
2021-08-03 00:00:00,737.3982,0.0000,737.3982,16698.3982,-145.2451
2021-08-04 00:00:00,512.3481,0.0000,512.3481,16473.3481,-225.0501
2021-08-05 00:00:00,981.6015,0.0000,981.6015,16942.6015,469.2534
2021-08-06 00:00:00,1224.2087,0.0000,1224.2087,17185.2087,242.6072
2021-08-07 00:00:00,1666.3284,0.0000,1666.3284,17627.3284,442.1197
2021-08-08 00:00:00,3098.0301,0.0000,3098.0301,19059.0301,1431.7017
2021-08-09 00:00:00,2772.4257,0.0000,2772.4257,18733.4257,-325.6044
2021-08-10 00:00:00,3216.1415,0.0000,3216.1415,19177.1415,443.7158
2021-08-11 00:00:00,2849.0385,0.0000,2849.0385,18810.0385,-367.1030
2021-08-12 00:00:00,2817.1165,0.0000,2817.1165,18778.1165,-31.9220
2021-08-13 00:00:00,2119.6208,0.0000,2119.6208,18080.6208,-697.4957
2021-08-14 00:00:00,4213.7040,0.0000,4213.7040,20174.7040,2094.0832
2021-08-15 00:00:00,4039.7291,0.0000,4039.7291,20000.7291,-173.9749
2021-08-16 00:00:00,4039.7291,0.0000,4039.7291,20000.7291,0.0000
2021-08-17 00:00:00,3859.3698,0.0000,3859.3698,19820.3698,-180.3593
2021-08-18 00:00:00,3583.2445,0.0000,3583.2445,19544.2445,-276.1253
2021-08-19 00:00:00,3592.8211,0.0000,3592.8211,19553.8211,9.5766
2021-08-20 00:00:00,3912.0411,0.0000,3912.0411,19873.0411,319.2200
2021-08-21 00:00:00,4010.9993,0.0000,4010.9993,19971.9993,98.9582
2021-08-22 00:00:00,3943.9631,0.0000,3943.9631,19904.9631,-67.0362
2021-08-23 00:00:00,3977.4812,0.0000,3977.4812,19938.4812,33.5181
2021-08-24 00:00:00,4060.4784,0.0000,4060.4784,20021.4784,82.9972
2021-08-25 00:00:00,3295.9465,0.0000,3295.9465,19256.9465,-764.5319
2021-08-26 00:00:00,3345.4256,0.0000,3345.4256,19306.4256,49.4791
2021-08-27 00:00:00,3254.4479,0.0000,3254.4479,19215.4479,-90.9777
2021-08-28 00:00:00,3310.3114,0.0000,3310.3114,19271.3114,55.8635
2021-08-29 00:00:00,3307.1192,0.0000,3307.1192,19268.1192,-3.1922
2021-08-30 00:00:00,3305.5231,0.0000,3305.5231,19266.5231,-1.5961
2021-08-31 00:00:00,3252.8518,0.0000,3252.8518,19213.8518,-52.6713
2021-09-01 00:00:00,3214.5454,0.0000,3214.5454,19175.5454,-38.3064
2021-09-02 00:00:00,3161.8741,0.0000,3161.8741,19122.8741,-52.6713
2021-09-03 00:00:00,3117.1833,0.0000,3117.1833,19078.1833,-44.6908
2021-09-04 00:00:00,3307.1192,0.0000,3307.1192,19268.1192,189.9359
2021-09-05 00:00:00,3236.8908,0.0000,3236.8908,19197.8908,-70.2284
2021-09-06 00:00:00,3383.7320,0.0000,3383.7320,19344.7320,146.8412
2021-09-07 00:00:00,3489.0746,0.0000,3489.0746,19450.0746,105.3426
2021-09-08 00:00:00,1771.6710,0.0000,1771.6710,17732.6710,-1717.4036
2021-09-09 00:00:00,1746.1334,0.0000,1746.1334,17707.1334,-25.5376
2021-09-10 00:00:00,1747.7295,0.0000,1747.7295,17708.7295,1.5961
2021-09-11 00:00:00,1554.6014,0.0000,1554.6014,17515.6014,-193.1281
2021-09-12 00:00:00,1600.8883,0.0000,1600.8883,17561.8883,46.2869
2021-09-13 00:00:00,1714.2114,0.0000,1714.2114,17675.2114,113.3231
2021-09-14 00:00:00,1610.4649,0.0000,1610.4649,17571.4649,-103.7465
2021-09-15 00:00:00,1752.5178,0.0000,1752.5178,17713.5178,142.0529
2021-09-16 00:00:00,1872.2253,0.0000,1872.2253,17833.2253,119.7075
2021-09-17 00:00:00,1838.7072,0.0000,1838.7072,17799.7072,-33.5181
2021-09-18 00:00:00,1741.3451,0.0000,1741.3451,17702.3451,-97.3621
2021-09-19 00:00:00,1848.2838,0.0000,1848.2838,17809.2838,106.9387
2021-09-20 00:00:00,1570.5624,0.0000,1570.5624,17531.5624,-277.7214
2021-09-21 00:00:00,1257.7268,0.0000,1257.7268,17218.7268,-312.8356
2021-09-22 00:00:00,1098.1168,0.0000,1098.1168,17059.1168,-159.6100
2021-09-23 00:00:00,1278.4761,0.0000,1278.4761,17239.4761,180.3593
2021-09-24 00:00:00,1340.7240,0.0000,1340.7240,17301.7240,62.2479
2021-09-25 00:00:00,1240.1697,0.0000,1240.1697,17201.1697,-100.5543
2021-09-26 00:00:00,1235.3814,0.0000,1235.3814,17196.3814,-4.7883
2021-09-27 00:00:00,1256.1307,0.0000,1256.1307,17217.1307,20.7493
