1609459200,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0,0
1609545600,1.0025,1.0000,1.0000,0.0025,0.0000,0.0025,1.0025,0.0025,0.0025,0.0000
1609632000,1.0188,1.0000,1.0000,0.0188,0.0000,0.0188,1.0188,0.0188,0.0163,0.0000
1609718400,1.0240,1.0000,1.0000,0.0240,0.0000,0.0240,1.0240,0.0240,0.0052,0.0000
1609804800,1.0176,1.0000,1.0000,0.0176,0.0000,0.0176,1.0176,0.0176,-0.0064,0.0000
1609891200,1.0307,1.0000,1.0000,0.0307,0.0000,0.0307,1.0307,0.0307,0.0131,0.0000
1609977600,1.0487,1.0000,1.0000,0.0487,0.0000,0.0487,1.0487,0.0487,0.0180,0.0000
1610064000,1.0663,1.0000,1.0000,0.0663,0.0000,0.0663,1.0663,0.0663,0.0176,0.0000
1610150400,1.0694,1.0000,1.0000,0.0694,0.0000,0.0694,1.0694,0.0694,0.0031,0.0000
1610236800,1.0686,1.0000,1.0000,0.0686,0.0000,0.0686,1.0686,0.0686,-0.0008,0.0000
1610323200,1.0618,1.0000,1.0000,0.0618,0.0000,0.0618,1.0618,0.0618,-0.0068,0.0000
1610409600,1.0519,1.0000,1.0000,0.0519,0.0000,0.0519,1.0519,0.0519,-0.0099,0.0000
1610496000,1.0468,1.0000,1.0000,0.0468,0.0000,0.0468,1.0468,0.0468,-0.0051,0.0000
1610582400,1.0599,1.0000,1.0000,0.0599,0.0000,0.0599,1.0599,0.0599,0.0131,0.0000
1610668800,1.0670,1.0000,1.0000,0.0670,0.0000,0.0670,1.0670,0.0670,0.0071,0.0000
1610755200,1.0567,1.0000,1.0000,0.0567,0.0000,0.0567,1.0567,0.0567,-0.0103,0.0000
1610841600,1.0532,1.0000,1.0000,0.0532,0.0000,0.0532,1.0532,0.0532,-0.0035,0.0000
1610928000,1.0530,1.0000,1.0000,0.0530,0.0000,0.0530,1.0530,0.0530,-0.0002,0.0000
1611014400,1.0551,1.0000,1.0000,0.0551,0.0000,0.0551,1.0551,0.0551,0.0021,0.0000
1611100800,1.0531,1.0000,1.0000,0.0531,0.0000,0.0531,1.0531,0.0531,-0.0020,0.0000
1611187200,1.0522,1.0000,1.0000,0.0522,0.0000,0.0522,1.0522,0.0522,-0.0009,0.0000
1611273600,1.0421,1.0000,1.0000,0.0421,0.0000,0.0421,1.0421,0.0421,-0.0101,0.0000
1611360000,1.0465,1.0000,1.0000,0.0465,0.0000,0.0465,1.0465,0.0465,0.0044,0.0000
1611446400,1.0448,1.0000,1.0000,0.0448,0.0000,0.0448,1.0448,0.0448,-0.0017,0.0000
1611532800,1.0451,1.0000,1.0000,0.0451,0.0000,0.0451,1.0451,0.0451,0.0003,0.0000
1611619200,1.0451,1.0000,1.0000,0.0451,0.0000,0.0451,1.0451,0.0451,0.0000,0.0000
1611705600,1.0455,1.0000,1.0000,0.0455,0.0000,0.0455,1.0455,0.0455,0.0004,0.0000
1611792000,1.0430,1.0000,1.0000,0.0430,0.0000,0.0430,1.0430,0.0430,-0.0025,0.0000
1611878400,1.0461,1.0000,1.0000,0.0461,0.0000,0.0461,1.0461,0.0461,0.0031,0.0000
1611964800,1.0467,1.0000,1.0000,0.0467,0.0000,0.0467,1.0467,0.0467,0.0006,0.0000
1612051200,1.0468,1.0000,1.0000,0.0468,0.0000,0.0468,1.0468,0.0468,0.0001,0.0000
1612137600,1.0462,1.0000,1.0000,0.0462,0.0000,0.0462,1.0462,0.0462,-0.0006,0.0000
1612224000,1.0463,1.0000,1.0000,0.0463,0.0000,0.0463,1.0463,0.0463,0.0001,0.0000
1612310400,1.0467,1.0000,1.0000,0.0467,0.0000,0.0467,1.0467,0.0467,0.0004,0.0000
1612396800,1.0469,1.0000,1.0000,0.0469,0.0000,0.0469,1.0469,0.0469,0.0002,0.0000
1612483200,1.0470,1.0000,1.0000,0.0470,0.0000,0.0470,1.0470,0.0470,0.0001,0.0000
1612569600,1.0465,1.0000,1.0000,0.0465,0.0000,0.0465,1.0465,0.0465,-0.0005,0.0000
1612656000,1.0508,1.0000,1.0000,0.0508,0.0000,0.0508,1.0508,0.0508,0.0043,0.0000
1612742400,1.0489,1.0000,1.0000,0.0489,0.0000,0.0489,1.0489,0.0489,-0.0019,0.0000
1612828800,1.0845,1.0000,1.0000,0.0845,0.0000,0.0845,1.0845,0.0845,0.0356,0.0000
1612915200,1.0847,1.0000,1.0000,0.0847,0.0000,0.0847,1.0847,0.0847,0.0002,0.0000
1613001600,1.0763,1.0000,1.0000,0.0763,0.0000,0.0763,1.0763,0.0763,-0.0084,0.0000
1613088000,1.0928,1.0000,1.0000,0.0928,0.0000,0.0928,1.0928,0.0928,0.0165,0.0000
1613174400,1.0893,1.0000,1.0000,0.0893,0.0000,0.0893,1.0893,0.0893,-0.0035,0.0000
1613260800,1.0880,1.0000,1.0000,0.0880,0.0000,0.0880,1.0880,0.0880,-0.0013,0.0000
1613347200,1.0958,1.0000,1.0000,0.0958,0.0000,0.0958,1.0958,0.0958,0.0078,0.0000
1613433600,1.0918,1.0000,1.0000,0.0918,0.0000,0.0918,1.0918,0.0918,-0.0040,0.0000
