datetime,type,price,amount
2021-03-26 00:00:00,deposit,1.5763,+1905
2021-07-01 00:00:00,withdraw,1.1077,-1905
2021-07-01 00:00:00,deposit,1.0000,+2110
2021-07-01 00:00:00,deposit,1.0000,+2110
2021-07-01 00:00:00,deposit,1.0000,+2110
2021-07-01 00:00:00,deposit,1.0000,+2110
